gene_symbol,Sass6
parameter_id,IMPC_GRS_009_001
mouse_life_stage,E12.5
gene_accession_id,MGI:1920026
pvalue,0.4015801
analysis_id,3958ca05wb588uv
parameter_name,Forelimb and hindlimb grip strength measurement mean
mouse_strain,C57BL
