parameter_name,Calcium
mouse_strain,C57BL
pvalue,0.5948361
analysis_id,r663g3n9wnzsr8n
parameter_id,IMPC_CBC_009_001
gene_accession_id,MGI:2442483
mouse_life_stage,Early adult
gene_symbol,Usp37
