gene_accession_id,MGI:1924360
gene_symbol,Gpbp1l1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEP_076_001
pvalue,0.3772796
parameter_name,Cleft palate
analysis_id,672p25m9w3zn90a
