mouse_strain,C57BL
analysis_id,3qr307706k3zhoe
pvalue,0.2485963
parameter_name,KLRG1+ CD8+ T cells - % of CD45+
gene_symbol,Slx4ip
mouse_life_stage,Early adult
gene_accession_id,MGI:1921493
parameter_id,MGP_IMM_084_001
