parameter_name,Periphery resting time
parameter_id,IMPC_OFD_011_001
mouse_life_stage,Early adult
pvalue,0.5366566
analysis_id,0s3501vsa562p8g
mouse_strain,C57BL
gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
