mouse_life_stage,Late adult
pvalue,0.4585944
gene_accession_id,MGI:1345282
mouse_strain,C57BL
gene_symbol,Slc30a4
analysis_id,0428ttwqdc8i2v1
parameter_name,Periphery permanence time
parameter_id,JAX_OFD_012_001
