pvalue,0.4749823
mouse_strain,C57BL
parameter_name,Startle response
gene_symbol,Rab17
parameter_id,HMGULA_SHI_009_001
analysis_id,yhx1jur7j5a26f7
gene_accession_id,MGI:104640
mouse_life_stage,Early adult
