mouse_strain,129SV
gene_accession_id,MGI:104848
parameter_id,IMPC_ECH_002_001
parameter_name,End-Diastolic Diameter
mouse_life_stage,Early adult
analysis_id,g0seq7w43k168b4
gene_symbol,Inpp1
pvalue,0.2220001
