parameter_name,Whole arena average speed
gene_symbol,Abo
pvalue,0.2941651
analysis_id,p2vflp2dq5la4ew
mouse_strain,C57BL
gene_accession_id,MGI:2135738
mouse_life_stage,Early adult
parameter_id,ESLIM_007_001_005
