gene_symbol,Nucks1
parameter_name,Stroke Volume
analysis_id,am00384jxg4mwln
gene_accession_id,MGI:1934811
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
pvalue,0.8875313
parameter_id,IMPC_ECH_003_001
