gene_symbol,Sdcbp2
pvalue,0.9468336
gene_accession_id,MGI:2385156
parameter_name,Mean platelet volume
parameter_id,IMPC_HEM_019_001
analysis_id,010fh5yf5ljjlk7
mouse_strain,C57BL
mouse_life_stage,Early adult
