gene_symbol,Col6a3
parameter_name,Chloride
gene_accession_id,MGI:88461
mouse_life_stage,Early adult
analysis_id,sk5x5c5vwb95lop
mouse_strain,C57BL
parameter_id,HMGULA_CBC_003_001
pvalue,0.0700382
