parameter_id,MGP_MLN_072_001
mouse_life_stage,Middle aged adult
pvalue,0.9654315
mouse_strain,C57BL
parameter_name,KLRG1+ Treg cells - % of CD45+
gene_symbol,Hpca
gene_accession_id,MGI:1336200
analysis_id,3n5ty75l0c5m0fu
