gene_symbol,Tiprl
mouse_strain,C57BL
gene_accession_id,MGI:1915087
pvalue,0.9150673
analysis_id,6c67m8o03t2fjwj
parameter_name,Effector CD8+ T cells - % of CD45+
mouse_life_stage,E9.5
parameter_id,MGP_IMM_081_001
