mouse_life_stage,Early adult
analysis_id,ci5stg708xr7k94
gene_symbol,Abo
parameter_id,MGP_MLN_074_001
mouse_strain,C57BL
pvalue,0.6679185
parameter_name,Effector CD8+ T cells - % of CD45+
gene_accession_id,MGI:2135738
