gene_symbol,Nanp
mouse_life_stage,Early adult
gene_accession_id,MGI:1914561
pvalue,0.4228803
parameter_id,IMPC_CSD_036_001
mouse_strain,C57BL
analysis_id,95av59p47v3f0x0
parameter_name,Startle response
