gene_symbol,Bmp7
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.7516782
parameter_name,cDCs CD11b Type
gene_accession_id,MGI:103302
parameter_id,IMPC_IMM_073_001
analysis_id,6jz0b1ousu3e7ec
