parameter_id,IMPC_GRS_008_001
pvalue,0.7613933
analysis_id,o0r625v7166919u
mouse_life_stage,Early adult
parameter_name,Forelimb grip strength measurement mean
mouse_strain,C57BL
gene_accession_id,MGI:1921493
gene_symbol,Slx4ip
