parameter_name,Retina (combined)
analysis_id,40zg7oy380i299o
parameter_id,IMPC_EYE_092_001
gene_symbol,Nanp
gene_accession_id,MGI:1914561
pvalue,0.1415514
mouse_strain,C57BL
mouse_life_stage,E18.5
