gene_symbol,Snap23
parameter_id,MGP_PBI_018_001
pvalue,0.6958481
analysis_id,5835di5ljie0mvd
gene_accession_id,MGI:109356
mouse_life_stage,Late adult
parameter_name,Ly6Clow monocyte percentage
mouse_strain,C57BL
