gene_symbol,Slc2a8
parameter_id,IMPC_GEP_084_001
pvalue,0.8107308
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,e7t74y42el23314
parameter_name,Limb morphology
gene_accession_id,MGI:1860103
