gene_symbol,Ints7
gene_accession_id,MGI:1924315
parameter_name,CD11b-low cDC - % of CD45+
pvalue,0.2995525
analysis_id,9a02119287yn4sl
parameter_id,MGP_IMM_130_001
mouse_life_stage,Early adult
mouse_strain,C57BL
