gene_symbol,Eprs1
gene_accession_id,MGI:97838
pvalue,0.8524694
mouse_strain,C57BL
parameter_name,Whole arena resting time
mouse_life_stage,E12.5
analysis_id,59n92ew8v4g0x0i
parameter_id,ESLIM_007_001_003
