Parameter_id,IMPC_CSD_078_001
Gene_symbol,Hpca
parameter_name,Vocalization
Analysis_id,040lz51rh8ch5wd
Pvalue,0.2384472
Mouse_strain,C57BL
Gene_accession_id,MGI:1336200
Mouse_life_stage,Early adult
