parameter_name,BMC/Body weight
parameter_id,HRWLLA_DXA_007_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:104640
analysis_id,7aqt654m5mk1qvf
gene_symbol,Rab17
pvalue,0.4721257
