gene_symbol,Cds2
parameter_id,IMPC_XRY_001_001
analysis_id,v76t2d83u0a9a31
mouse_strain,C57BL
pvalue,0.3374559
mouse_life_stage,Early adult
parameter_name,Skull shape
gene_accession_id,MGI:1332236
