gene_symbol,Bmi1
pvalue,0.64412
mouse_strain,C57BL
gene_accession_id,MGI:88174
analysis_id,4our54m8q97r0ml
parameter_id,MGP_IMM_094_001
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
mouse_life_stage,E12.5
