mouse_strain,C57BL
gene_symbol,Kcng1
parameter_name,Total cholesterol
mouse_life_stage,Early adult
pvalue,0.7195949
parameter_id,IMPC_CBC_015_001
gene_accession_id,MGI:3616086
analysis_id,jk1ke7ej36idbm8
