gene_symbol,Cds2
mouse_strain,129SV
parameter_name,Alkaline phosphatase
pvalue,0.8982623
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
analysis_id,905gp0bpiv5j1w0
parameter_id,HRWLLA_CBC_014_001
