mouse_life_stage,Early adult
parameter_name,White blood cell count
mouse_strain,C57BL
gene_accession_id,MGI:1915325
parameter_id,IMPC_HEM_001_001
analysis_id,3v42g4x99t24281
pvalue,0.516881
gene_symbol,Lurap1
