parameter_id,IMPC_CBC_011_001
parameter_name,Iron
pvalue,0.1298208
analysis_id,i35a38a4jg0j7l9
mouse_life_stage,Early adult
gene_symbol,Ivd
gene_accession_id,MGI:1929242
mouse_strain,C57BL
