gene_symbol,Clvs1
parameter_id,HMGULA_CBC_015_001
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1921688
analysis_id,2tz5c65377545z1
pvalue,0.9744193
parameter_name,Total cholesterol
