gene_symbol,Ubxn11
gene_accession_id,MGI:1914836
parameter_id,JAX_LDT_005_001
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.5038862
parameter_name,Time mobile dark side
analysis_id,92x88r86dx2l9sa
