gene_symbol,Smyd2
analysis_id,5f533y17hv1mb3t
mouse_strain,C57BL
pvalue,0.7827293
mouse_life_stage,Early adult
parameter_name,Cleft palate
gene_accession_id,MGI:1915889
parameter_id,IMPC_GEP_076_001
