mouse_strain,129SV
parameter_name,Glucose
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
gene_symbol,Zmynd8
pvalue,0.3416274
analysis_id,1g6km9k2n958518
parameter_id,HMGULA_CBC_018_001
