parameter_id,MGP_PBI_016_001
gene_accession_id,MGI:1914071
mouse_strain,C57BL
mouse_life_stage,E9.5
pvalue,0.5078129
parameter_name,Monocyte percentage
gene_symbol,Bcs1l
analysis_id,y2p1g4xk3jtx6hi
