parameter_id,IMPC_ACS_037_001
analysis_id,1bhkc4qdtf44i5w
gene_accession_id,MGI:99915
pvalue,0.9451194
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - Global
gene_symbol,Lamb3
mouse_life_stage,Early adult
