parameter_id,JAX_LDT_002_001
analysis_id,a6589igb7i2oy43
mouse_life_stage,Early adult
pvalue,0.6243705
gene_accession_id,MGI:1921262
gene_symbol,Rap2b
mouse_strain,C57BL
parameter_name,Light side time spent
