gene_symbol,Zmynd19
parameter_id,MGP_IMM_079_001
gene_accession_id,MGI:1914437
pvalue,0.6883694
parameter_name,KLRG1+ Treg cells - % of CD45+
analysis_id,13o039dzvjrz35q
mouse_strain,C57BL
mouse_life_stage,Early adult
