parameter_name,Lean/Body weight
parameter_id,ESLIM_005_001_702
gene_accession_id,MGI:2385884
mouse_strain,C57BL
pvalue,0.6615205
gene_symbol,Ddx27
analysis_id,fdv16yi2ils3bd3
mouse_life_stage,Early adult
