parameter_id,M-G-P_009_001_003
pvalue,0.9055297
mouse_strain,C57BL
gene_symbol,Morn5
gene_accession_id,MGI:1922745
mouse_life_stage,Early adult
parameter_name,Body weight
analysis_id,x43y0x0mdr6b24o
