parameter_id,M-G-P_014_001_010
gene_accession_id,MGI:88174
pvalue,0.6499381
gene_symbol,Bmi1
analysis_id,0hw82i751f7g9ub
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,lens opacity
