gene_symbol,Sla2
pvalue,0.903275
analysis_id,3e8qmzlk83pb1j5
gene_accession_id,MGI:1925049
mouse_life_stage,Early adult
parameter_id,IMPC_CAL_008_001
parameter_name,Total food intake
mouse_strain,C57BL
