parameter_name,Center average speed
parameter_id,IMPC_OFD_017_001
mouse_life_stage,Early adult
pvalue,0.247686
mouse_strain,C57BL
analysis_id,5ct399t393c1c65
gene_symbol,Trp53i11
gene_accession_id,MGI:2670995
