parameter_id,IMPC_ECH_002_001
pvalue,0.7094869
parameter_name,End-Diastolic Diameter
analysis_id,yes50a957c010z0
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Ppm1j
gene_accession_id,MGI:1919137
