parameter_id,IMPC_CSD_069_001
gene_accession_id,MGI:1338022
analysis_id,6260jp24kfd77f7
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.4659436
gene_symbol,Opn3
parameter_name,Upper teeth appearance
