mouse_strain,129SV
parameter_name,KLRG1+ Treg cells - % of CD45+
gene_symbol,Nipal3
analysis_id,o46075s7aexkbb9
pvalue,0.6209505
parameter_id,MGP_IMM_079_001
gene_accession_id,MGI:1921802
mouse_life_stage,Early adult
