mouse_strain,129SV
parameter_name,Aggression
gene_symbol,Mms22l
pvalue,0.2842606
analysis_id,y1js9s52b4q9383
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_079_001
