parameter_id,JAX_LDT_008_001
gene_accession_id,MGI:3588214
pvalue,0.9820458
parameter_name,Percent time in dark
mouse_strain,C57BL
gene_symbol,Rufy4
mouse_life_stage,Early adult
analysis_id,06bz43m678ma8in
