gene_symbol,Inpp1
parameter_id,MGP_MLN_031_001
analysis_id,r4p566171wqalqm
pvalue,0.9368401
gene_accession_id,MGI:104848
mouse_strain,129SV
parameter_name,Total NK cells - % of CD45+
mouse_life_stage,Early adult
