gene_symbol,Frmpd1
mouse_life_stage,Early adult
pvalue,0.5737797
analysis_id,0x0gjzq23oty636
parameter_id,JAXLA_CSD_021_001
parameter_name,Hindlimbs - shape
gene_accession_id,MGI:2446274
mouse_strain,C57BL
