mouse_strain,C57BL
pvalue,0.3754521
analysis_id,j952gbc7m0208c8
gene_symbol,Ntmt2
parameter_name,Calcium
parameter_id,HMGULA_CBC_009_001
gene_accession_id,MGI:2685053
mouse_life_stage,Early adult
