gene_symbol,Zmynd8
gene_accession_id,MGI:1918025
mouse_strain,129SV
analysis_id,iw0w4ao1738xf64
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_057_001
pvalue,0.3536883
parameter_name,Heart looping
