parameter_name,Embryo Size
analysis_id,6kjsivi3p1i0091
mouse_strain,C57BL
gene_accession_id,MGI:1915524
gene_symbol,Toporsl
parameter_id,IMPC_GEL_032_001
mouse_life_stage,Early adult
pvalue,0.08121136
