parameter_id,MGP_IMM_022_001
gene_symbol,Rnf114
mouse_life_stage,Early adult
parameter_name,KLRG1+ gd T cells - % of gd T cells
gene_accession_id,MGI:1933159
mouse_strain,C57BL
analysis_id,224jer4407bai57
pvalue,0.7141795
