gene_symbol,Slc30a4
mouse_life_stage,Middle aged adult
parameter_id,IMPC_GEO_019_001
mouse_strain,C57BL
pvalue,0.5918626
analysis_id,z6rl13f213fu05e
gene_accession_id,MGI:1345282
parameter_name,Embryo Size
