parameter_name,Periphery permanence time
mouse_life_stage,Early adult
parameter_id,JAX_OFD_012_001
mouse_strain,C57BL
gene_accession_id,MGI:88461
analysis_id,46hltvjj5bc48aa
gene_symbol,Col6a3
pvalue,0.2392098
