parameter_name,HDL-cholesterol
pvalue,0.3463356
analysis_id,8mq1n3h0ovk0rds
parameter_id,IMPC_CBC_016_001
mouse_strain,C57BL
gene_symbol,Fgb
gene_accession_id,MGI:99501
mouse_life_stage,E15.5
