gene_symbol,Nucks1
mouse_life_stage,Late adult
parameter_id,IMPC_CSD_070_001
analysis_id,hq2ust1785h58bv
pvalue,0.3877944
gene_accession_id,MGI:1934811
mouse_strain,C57BL
parameter_name,Lower teeth appearance
