parameter_id,JAX_SLW_009_001
pvalue,0.1729198
analysis_id,46rnz659f328ii7
mouse_life_stage,Late adult
gene_symbol,Hpca
gene_accession_id,MGI:1336200
parameter_name,Dark sleep bout lengths mean
mouse_strain,C57BL
