gene_symbol,AU040320
gene_accession_id,MGI:2140475
parameter_id,IMPC_GEL_057_001
mouse_life_stage,Middle aged adult
parameter_name,Heart looping
analysis_id,01n6q067pmst14l
pvalue,0.1010166
mouse_strain,C57BL
