parameter_id,IMPC_GEO_064_001
gene_symbol,Dnaaf9
analysis_id,439d7n14ag2k5vr
pvalue,0.5855862
parameter_name,Edema
mouse_strain,C57BL
gene_accession_id,MGI:1923029
mouse_life_stage,Early adult
