parameter_name,BMC/Body weight
gene_symbol,Zfp683
analysis_id,21q63652428a1aq
parameter_id,IMPC_DXA_007_001
mouse_life_stage,Early adult
pvalue,0.1777793
mouse_strain,C57BL
gene_accession_id,MGI:3650254
