parameter_id,JAX_LDT_008_001
analysis_id,oj39ow55nx293vz
mouse_strain,C57BL
parameter_name,Percent time in dark
gene_accession_id,MGI:1336200
pvalue,0.9209615
mouse_life_stage,Late adult
gene_symbol,Hpca
